0,0,0,-0.3,-1,-1,-1.3,-2.3,-3,-3.3,-4.3,-5.3,-6.3,-7.3,-8.3,-9.6,-11.6,-13.6,-16,-17.4,-16.9,-15.9,-13.9,-14.6,-19.7,-59.15,-54.45,-53.5,-53.6,-53.35,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2,-53.2
3.9733,3.9733,4,4.3,4.9733,5,5.3,6.3,6.9733,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.6,21.927,24.627,22.267,22.467,11.8,-21.2,-103.8,-173.95,-186.45,-193.05,-186.55,-180.03,-173.55,-168.85,-168.35,-167.95,-167.45,-166.6,-164.6,-163.5,-164.5,-164.85,-164.35,-163.8,-163.8,-163.8,-163.8,-164.05,-163.55,-163.05,-162.55,-162,-162,-162,-162,-162,-162,-162,-162,-162
3.84,3.84,4,4.3,4.84,5,5.3,6.3,6.84,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.6,22.06,24.76,21.24,4.84,2.3,-22.533,-104.93,-174.95,-186.95,-193.05,-186.3,-179.53,-173.27,-169.1,-168.77,-168.45,-168.2,-167.6,-165.6,-164.5,-165,-164.85,-163.85,-162.8,-162.8,-163.5,-164.5,-165.05,-164.55,-163.7,-162.7,-162,-162,-162,-162,-162,-162,-162,-162,-162
3.7067,3.7067,4,4.3,4.7067,5,5.3,6.3,6.7067,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.6,22.193,24.893,21.373,4.9733,-11.427,-23.533,-105.93,-175.65,-187.15,-192.9,-185.9,-179.8,-174.9,-171.1,-170.1,-169.1,-169.1,-168.4,-166.4,-165.3,-165.3,-164.45,-162.95,-162.5,-163.5,-164.5,-165.5,-165.8,-164.8,-163.8,-162.8,-162.3,-162.3,-162.3,-162.3,-162.3,-162.3,-162.3,-162.3,-162.19
3.5733,3.5733,4,4.3,4.5733,5,5.3,6.3,6.5733,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.6,22.327,25.027,21.507,5.1067,-11.293,-27.693,-106.93,-176.65,-187.65,-192.9,-185.9,-179.8,-175.8,-172.58,-170.83,-169.6,-169.35,-168.4,-167.15,-166.8,-165.8,-163.95,-163.2,-163.5,-164.5,-165.33,-166.08,-166.3,-165.3,-164.65,-164.15,-163.8,-163.8,-163.8,-163.8,-163.61,-163.38,-163.15,-162.92,-162.69
3.44,3.44,4,4.3,4.44,5,5.3,6.3,6.44,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.6,22.46,25.16,21.64,5.24,-11.16,-28.629,-107.93,-177.35,-187.85,-192.9,-185.9,-179.95,-176.22,-173.07,-171.32,-169.75,-169.25,-168.85,-168.35,-167.5,-165.5,-164.1,-164.1,-164.43,-165.18,-165.93,-166.68,-166.95,-166.45,-165.95,-165.45,-164.83,-164.6,-164.37,-164.14,-163.91,-163.68,-163.45,-163.22,-163.05
3.3067,3.3067,4,4.3,4.3067,5,5.3,6.3,6.3067,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.6,22.593,25.293,21.773,5.3733,-11.771,-28.2,-108.93,-178.35,-188.35,-192.9,-185.9,-179.95,-176.45,-173.27,-170.97,-169.25,-169,-168.85,-168.6,-168,-166,-164.6,-164.85,-165.42,-166.17,-166.75,-167.25,-167.45,-166.95,-166.1,-165.1,-164.33,-164.1,-163.87,-163.64,-163.51,-163.39,-163.28,-163.16,-163.05
3.1733,3.3,4,4.1733,4.3,5,5.3,6.1733,6.3,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.727,22.727,25.427,21.907,5.0857,-4.2,-27.1,-110.27,-179.15,-188.65,-193,-186,-180.1,-176.88,-173.78,-171.03,-169.4,-169.4,-169.2,-169.2,-168.5,-166.5,-165.55,-166.05,-166.25,-166.75,-167.25,-167.75,-167.7,-166.7,-165.7,-164.7,-164.17,-164.05,-163.94,-163.82,-163.71,-163.59,-163.48,-163.36,-163.41
3.04,3.3,4,4.04,4.3,5,5.3,6.04,6.3,7.3,8.3,9.3,10.3,11.3,12.3,13.6,15.6,17.6,19.86,22.86,25.56,21.943,19.8,9.9,-28.6,-111.77,-180.65,-189.65,-193.5,-186.25,-180.1,-177.1,-174.7,-172.8,-171.4,-170.9,-170.2,-169.95,-169,-167.75,-167.55,-167.3,-166.75,-167.25,-167.57,-167.82,-167.7,-166.7,-166.05,-165.55,-165.17,-165.05,-164.94,-164.82,-164.99,-165.22,-165.45,-165.68,-165.91
3,3.3,4,4,4.3,5,5.3,6,6.3933,7.3,8.3,9.3,10.3,11.3,12.393,13.693,15.693,17.693,20.087,23.087,25.693,21.257,13.6,-4.6,-30.1,-113.27,-181.65,-190.15,-193.85,-186.35,-180.18,-177.1,-174.7,-173.7,-172.8,-171.8,-171.35,-170.85,-170.15,-169.65,-169,-168,-167.47,-167.72,-167.97,-168.22,-168.25,-167.75,-167.25,-166.75,-166.37,-166.6,-166.83,-167.06,-167.29,-167.52,-167.75,-167.98,-168.21
3,3.3,4,4,4.3,5,5.3,6,6.5267,7.3,8.3,9.3,10.3,11.3,12.527,13.827,15.827,17.827,20.353,23.353,25.827,21.257,2.1143,-7.78,-33.88,-114.03,-182.15,-190.65,-194.35,-187.35,-181.67,-177.93,-174.95,-174.13,-173.3,-173.3,-173.85,-172.85,-171.65,-171.15,-170.5,-169.75,-169.47,-169.72,-169.97,-170.22,-170.25,-169.75,-169.07,-168.32,-167.87,-168.1,-168.33,-168.56,-168.79,-169.02,-169.25,-169.48,-169.71
3,3.3,4,4,4.3,5,5.3,6,6.66,7.3,8.3,9.3,10.3,11.3,12.66,13.96,15.96,17.96,20.62,23.62,25.96,21.257,2.1143,-17.029,-34.38,-114.53,-182.65,-191.15,-195.15,-188.65,-183.3,-179.85,-176.95,-175.45,-174.4,-175.4,-175.75,-174.25,-172.85,-172.35,-172.05,-171.55,-171.47,-171.72,-171.97,-172.22,-172.08,-171.33,-170.57,-169.82,-169.37,-169.6,-169.83,-170.06,-170.29,-170.52,-170.75,-170.98,-171.21
3,3.3,4,4,4.3,5,5.3,6,6.7933,7.3,8.3,9.3,10.3,11.3,12.793,14.093,16.093,18.093,20.887,23.887,26.093,21.257,2.1143,-17.029,-36.171,-115.03,-183.15,-191.65,-195.65,-189.4,-184.3,-181.3,-178.47,-176.17,-174.9,-176.15,-176.75,-174.75,-172.85,-172.85,-173.05,-173.05,-173.48,-173.72,-173.8,-173.8,-173.57,-172.83,-172.07,-171.32,-170.87,-171.1,-171.33,-171.56,-171.79,-172.02,-172.25,-172.48,-172.71
3,3.3,4,4,4.3,5,5.3,6,6.9267,7.3,8.3,9.3,10.3,11.3,12.927,14.227,16.227,18.227,21.153,24.153,26.227,21.257,2.1143,-17.029,-36.533,-115.87,-183.85,-192.35,-196,-190,-185.45,-182.73,-179.98,-177.22,-176.05,-177.55,-177.35,-174.85,-173.65,-174.15,-174.45,-174.95,-175.3,-175.3,-175.3,-175.3,-175.38,-174.63,-173.88,-173.12,-172.6,-172.6,-172.73,-172.96,-173.19,-173.42,-173.65,-173.88,-174.11
3,3.3,4,4,4.3,5,5.3,6.06,7,7.3,8.3,9.3,10.3,11.36,13.06,14.36,16.36,18.42,21.42,24.36,26.3,21.257,2.1143,-14.2,-35.5,-117.23,-185.35,-192.6,-195,-190,-186.45,-183.95,-181.9,-180,-179.05,-179.3,-177.85,-176.35,-176.15,-176.15,-175.95,-176.45,-176.8,-176.8,-177.32,-178.08,-178.38,-177.63,-176.88,-176.13,-175.6,-175.6,-175.6,-175.6,-175.6,-175.6,-175.6,-175.64,-175.75
3,3.3,4,4,4.3,5,5.3,6.1933,7,7.3,8.3,9.3,10.3,11.493,13.193,14.493,16.493,18.687,21.687,24.493,26.3,21.257,8.1333,-3,-35.467,-119.07,-186.2,-192.2,-195.2,-191.2,-187.57,-184.95,-182.9,-181.9,-181.6,-180.6,-179.65,-179.15,-178.15,-177.55,-177.35,-177.85,-178.63,-179.37,-180.12,-180.87,-181.78,-181.03,-180.28,-179.53,-179.12,-179.17,-179.26,-179.38,-179.49,-179.61,-179.72,-179.84,-179.95
3,3.3,3.9778,3.9778,4.2778,4.9778,5.2778,6.2556,6.9333,7.2556,8.2333,9.2333,10.233,11.511,13.189,14.489,16.467,18.744,21.7,24.378,23.325,22.2,17.4,7.2,-37.467,-121.07,-188.2,-194.2,-197.2,-193.95,-191.07,-187.32,-185.25,-185.88,-186.1,-184.85,-183.65,-182.65,-181.15,-179.65,-178.8,-179.7,-180.63,-181.38,-183.18,-185.43,-186.78,-186.03,-185.45,-184.95,-184.62,-184.67,-184.73,-184.79,-184.85,-184.9,-184.96,-185.08,-185.31
3,3.3,3.8667,3.8667,4.1667,4.8667,5.1667,6.0333,6.6,7.0333,7.9,8.9,9.9,11.067,12.633,13.933,15.8,17.967,20.7,23.267,21.296,10.062,2.2,-12.52,-39.133,-122.87,-189.5,-195.5,-199.85,-197.35,-195.62,-193.8,-192.25,-191.75,-190.72,-189.25,-187.75,-186.25,-184.88,-183.9,-183.2,-183.2,-184.14,-186.32,-188.57,-190.83,-192.25,-191.75,-191.25,-190.75,-190.5,-190.85,-191.13,-191.36,-191.59,-191.82,-192.05,-192.28,-192.51
3,3.3,3.7556,3.7556,4.0556,4.7556,5.0556,5.8111,6.2667,6.8111,7.5667,8.5667,9.5667,10.622,12.078,13.378,15.133,17.189,19.7,22.156,20.185,8.9506,-2.284,-15.8,-40.92,-122.03,-188,-196.25,-202.85,-200.6,-199.13,-198.88,-198.65,-197.48,-196.22,-194.97,-193.55,-191.82,-190.38,-189.63,-189.7,-190.48,-191.64,-193.76,-195.89,-197.95,-199,-198.75,-198.25,-197.75,-197.5,-197.85,-198.19,-198.54,-198.88,-199.23,-199.57,-199.76,-199.65
3,3.3,3.6444,3.6444,3.9444,4.6444,4.9444,5.5889,5.9333,6.5889,7.2333,8.2333,9.2333,10.178,11.522,12.822,14.467,16.411,18.7,21.044,19.074,7.8395,-3.3951,-14.63,-33.8,-115.93,-183.35,-193.85,-200.55,-199.6,-198.2,-198.2,-198.25,-197.75,-196.25,-196.25,-194.75,-193.25,-193,-193,-193.3,-194.3,-195.85,-197.35,-198.85,-200.35,-201.4,-201.4,-201.4,-201.43,-201.57,-201.45,-201.34,-201.22,-201.11,-200.99,-200.88,-200.41,-199.26
3,3.3,3.5333,3.5333,3.8333,4.5333,4.8333,5.3667,5.6,6.3667,6.9,7.9,8.9,9.7333,10.967,12.267,13.8,15.633,17.7,19.933,17.963,6.7284,-4.5062,-15.741,-26.975,-94.2,-152.15,-156.25,-160.55,-169.05,-167.75,-168.25,-169.7,-157.65,-152.25,-165.75,-170.75,-171.25,-172.6,-172.6,-174,-176,-178.05,-179.55,-181.05,-182.68,-184.68,-184.92,-185.17,-185.55,-186.26,-185.11,-183.96,-182.81,-181.66,-180.51,-179.36,-177.31,-173.52
3,3.3,3.4222,3.4222,3.7222,4.4222,4.7222,5.1444,5.2667,6.1444,6.5667,7.5667,8.5667,9.2889,10.411,11.711,13.133,14.856,16.7,18.822,16.852,5.6173,-5.6173,-16.852,-2,-44.667,-77.95,-96.45,-105.1,-94,-87.75,-90.25,-91.9,-92.9,-94.2,-96.2,-98.5,-101.5,-103.8,-105.8,-107.75,-110.25,-112.83,-115.57,-118.33,-121.02,-123.05,-124.55,-126.05,-127.57,-127.66,-123.87,-120.08,-116.28,-112.49,-108.7,-104.9,-101.38,-98.395
3,3.3,3.3111,3.3111,3.6111,4.3111,4.6111,4.9222,4.9333,5.9222,6.2333,7.2333,8.2333,8.8444,9.8556,11.156,12.467,14.078,15.7,17.711,15.741,4.5062,-6.7284,3,18.067,6.8,-0.65,-21.95,-32.1,-11.1,-4.65,-6.15,-6.9,-7.9,-9,-11,-12.4,-14.4,-15.65,-17.15,-18.75,-21.25,-22.875,-25.125,-27.375,-29.5,-30.725,-32.475,-34.225,-35.875,-35.503,-32.515,-29.526,-26.538,-23.549,-20.561,-17.572,-15.287,-14.368
3,3.2,3.2,3.2,3.5,4.2,4.4,4.6,4.7,5.6,5.9,6.9,7.8,8.3,9.3,10.5,11.7,13.1,14.6,16.6,14.63,3.3951,8,18.4,25.475,24.4,23.55,22.05,21.35,22.85,24.35,24.6,24.45,23.95,23.65,23.15,22.85,22.35,21.7,20.7,20.25,19.75,19.1,18.1,17.1,16.175,15.775,15.025,14.275,13.575,13.676,14.595,15.515,16.434,17.354,18.274,19.193,19.8,19.8
3,3.0889,3.0889,3.0889,3.3889,4.0889,4.1778,4.2667,4.4778,5.2667,5.5667,6.5667,7.3556,7.7444,8.7444,9.8333,10.922,12.1,13.489,15.489,13.519,13,18.733,22.85,25.25,26.733,27.733,25.067,25.85,26.6,27.35,29.85,30.8,30.8,30.8,30.8,30.85,30.35,30.2,30.2,29.85,29.35,29.125,28.875,28.625,28.4,28.325,28.075,27.825,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.522,27.292
3,3.4,3.8,4.2,4.6,4.6,4.7,5.5,5.5,5.5,6,6.4,7.1,8.1,8.2,9.2,10.2,11.2,12.2,13.7,15.7,17.7,19.7,21.25,22.8,24.8,26.5,27.2,28.1,28.1,28.35,28.85,29.2,29.2,29.45,29.95,30.35,30.4,30.25,29.75,29.3,29.3,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.366,29.251,29.071,28.841,28.611,28.382,28.152,27.922,27.692
3,3.4,3.8,4.2,4.6,4.6,4.7,5.5,5.5,5.5,6,6.4,7.1,8.1,8.2,9.2,12.6,12.7,13,13.4,14.1,14.7,15.7,17.2,19.2,20.8,22.5,23.05,23.6,23.85,24.35,24.85,25.2,25.45,25.95,26.2,26.35,26.85,27,26.325,25.8,26.05,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.366,26.251,26.136,26.021,25.906,25.791,25.676,25.6,25.6
